749,Sociale,,739,1350,1351,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-extratributarie-servizi-pubblici-sociale
745,Sport,,739,1342,1343,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-extratributarie-servizi-pubblici-sport
748,Territorio e ambiente,,739,1348,1349,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-extratributarie-servizi-pubblici-territorio-e-ambiente
746,Turismo,,739,1344,1345,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-extratributarie-servizi-pubblici-turismo
747,Viabilità e trasporti,,739,1346,1347,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-extratributarie-servizi-pubblici-viabilita-e-trasporti
755,Utili delle aziende partecipate,,738,1363,1364,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-extratributarie-utili-delle-aziende-partecipate
767,Entrate per conto terzi,,723,1378,1379,2,3,consuntivo-entrate-riscossioni-in-conto-competenza-entrate-per-conto-terzi
724,Imposte e tasse,,723,1302,1321,2,3,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse
725,Imposte,,724,1303,1310,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-imposte
727,Addizionale IRPEF,,725,1306,1307,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-imposte-addizionale-irpef
726,Casa e fabbricati,,725,1304,1305,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-imposte-casa-e-fabbricati
728,Imposte (altro),,725,1308,1309,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-imposte-imposte-altro
729,Tasse,,724,1311,1318,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-tasse
732,Altre Tasse,,729,1316,1317,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-tasse-altre-tasse
731,Occupazione suolo pubblico,,729,1314,1315,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-tasse-occupazione-suolo-pubblico
730,Rifiuti,,729,1312,1313,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-tasse-rifiuti
733,Altri tributi,,724,1319,1320,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-imposte-e-tasse-tributi-speciali
766,Prestiti,,723,1368,1377,2,3,consuntivo-entrate-riscossioni-in-conto-competenza-prestiti
1527,Anticipazioni di cassa,,766,1369,1370,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-prestiti-anticipazioni-di-cassa
1529,Assunzioni di mutui e prestiti,,766,1371,1372,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-prestiti-assunzioni-di-mutui-e-prestiti
1530,Emissioni di prestiti obbligazionari,,766,1373,1374,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-prestiti-emissioni-di-prestiti-obbligazionari
1528,Finanziamenti a breve termine,,766,1375,1376,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-prestiti-finanziamenti-a-breve-termine
757,Vendite e trasferimenti di capitali,"",723,1380,1397,2,3,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali
758,Alienazione del patrimonio,,757,1381,1382,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-alienazione-del-patrimonio
765,Riscossioni di crediti,,757,1395,1396,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-riscossioni-di-crediti
761,Trasferimenti da altri enti pubblici,,757,1387,1388,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-trasferimenti-da-altri-enti-pubblici
760,Trasferimenti dalla Regione,,757,1385,1386,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-trasferimenti-dalla-regione
759,Trasferimenti dallo Stato,,757,1383,1384,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-trasferimenti-dallo-stato
762,Trasferimenti di capitali da privati,,757,1389,1394,2,4,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-trasferimenti-di-capitali-da-privati
763,Permessi di costruire  e sanzioni,,762,1390,1391,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-trasferimenti-di-capitali-da-privati-permessi-di-costruire-e-sanzioni
764,Trasferimenti di capitali (altro ),,762,1392,1393,2,5,consuntivo-entrate-riscossioni-in-conto-competenza-vendite-e-trasferimenti-di-capitali-trasferimenti-di-capitali-da-privati-trasferimenti-di-capitali-altro
768,Riscossioni in conto residui,,677,1399,1496,2,2,consuntivo-entrate-riscossioni-in-conto-residui
779,Contributi e trasferimenti pubblici,,768,1420,1427,2,3,consuntivo-entrate-riscossioni-in-conto-residui-contributi-pubblici
782,Contributi e trasferimenti da altri enti pubblici,,779,1425,1426,2,4,consuntivo-entrate-riscossioni-in-conto-residui-contributi-pubblici-contributi-da-altri-enti-pubblici
781,Contributi e trasferimenti dalla Regione,,779,1423,1424,2,4,consuntivo-entrate-riscossioni-in-conto-residui-contributi-pubblici-contributi-dalla-regione
780,Contributi e trasferimenti dallo Stato,,779,1421,1422,2,4,consuntivo-entrate-riscossioni-in-conto-residui-contributi-pubblici-contributi-dallo-stato
783,Entrate extratributarie,,768,1428,1465,2,3,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie
801,Altre entrate extratributarie,,783,1463,1464,2,4,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-altre-entrate-extratributarie
799,Interessi su anticipazioni o crediti,,783,1459,1460,2,4,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-interessi-su-anticipazioni-o-crediti
796,Proventi di beni dell'ente,,783,1453,1458,2,4,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-proventi-di-beni-dellente
798,Altri proventi,,796,1456,1457,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-proventi-di-beni-dellente-altri-proventi
797,Canone Occupazione Spazi e Aree Pubbliche,,796,1454,1455,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-proventi-di-beni-dellente-canone-occupazione-spazi-e-aree-pubbliche
784,Servizi pubblici,,783,1429,1452,2,4,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici
795,Altri servizi,,784,1450,1451,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-altri-servizi
785,Amministrazione,,784,1430,1431,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-amministrazione
789,Cultura,,784,1438,1439,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-cultura
786,Giustizia,,784,1432,1433,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-giustizia
788,Istruzione ,,784,1436,1437,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-istruzione
787,Polizia locale,,784,1434,1435,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-polizia-locale
794,Sociale,,784,1448,1449,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-sociale
790,Sport,,784,1440,1441,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-sport
793,Territorio e ambiente,,784,1446,1447,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-territorio-e-ambiente
